electrode_id,x_um,y_um,rms_uV,ptp_uV,peak_uV,latency_ms,duration_ms,ttmin_ms,ttmax_ms,delay_ms,speed_ms,filter,t_pre_s,t_post_s
13,-2737.834017250948,-3547.6680345018963,942.6723946224023,5349.167354258303,2934.929388317952,2.9000000000000004,5.533333333333335,4.466666666666667,6.7,5.466667085714583,12.038017270232086,No filter,0.001,0.02
14,-1011.6680345018963,-3547.6680345018963,926.4682660754764,5122.552771856808,2712.832504744212,3.0,5.900000000000001,4.7,6.966666666666667,5.700000436934108,5.853919133806341,No filter,0.001,0.02
15,714.4979482471554,-3547.6680345018963,1054.1148215537132,5783.395815868641,2930.160773692447,3.033333333333333,6.166666666666667,4.8999999999999995,7.133333333333335,5.90000045226513,7.233260668540325,No filter,0.001,0.02
16,2440.6639309962075,-3547.6680345018963,1109.3410801865957,5999.4771828913035,3120.2550422505014,3.0666666666666673,6.166666666666666,4.8999999999999995,7.133333333333335,5.90000045226513,12.204017598751342,No filter,0.001,0.02
17,4166.82991374526,-3547.6680345018963,1044.0030048403937,5677.786520275924,2970.115156718834,3.033333333333333,6.066666666666667,4.7,7.033333333333333,5.700000436934108,7.966413667033993,No filter,0.001,0.02
18,-4464.0,-1821.5020517528446,949.7095880232453,5393.767406551035,3210.744108100871,2.6333333333333333,7.7,4.433333333333334,6.4,5.43333374982608,36.56847480753387,No filter,0.001,0.02
19,-2737.834017250948,-1821.5020517528446,884.0370920404214,5007.983194653931,3035.375629988408,2.8,7.300000000000001,4.466666666666667,6.4,5.466667085714583,51.64647600061032,No filter,0.001,0.02
20,-1011.6680345018963,-1821.5020517528446,691.3776821083989,3831.7761792377705,2217.3109766185175,2.7333333333333334,7.366666666666668,4.433333333333334,6.433333333333334,5.43333374982608,12.55772047208854,No filter,0.001,0.02
21,714.4979482471554,-1821.5020517528446,563.4014300800903,2973.2440847548532,1498.6439617237922,2.666666666666667,7.133333333333333,4.4,6.7,5.400000413937576,6.889043684600689,No filter,0.001,0.02
22,2440.6639309962075,-1821.5020517528446,544.9173396137112,2883.353727586685,1572.5375277755545,2.8666666666666667,6.200000000000001,4.466666666666667,7.4333333333333345,5.466667085714583,6.42287070717887,No filter,0.001,0.02
23,4166.82991374526,-1821.5020517528446,614.5162904818883,3345.3258712527513,1780.239281878537,2.8666666666666667,6.100000000000001,4.466666666666667,6.466666666666667,5.466667085714583,10.355884254342213,No filter,0.001,0.02
24,-4464.0,-95.33606900379255,964.5890739539561,5364.888201409886,3486.7290971206803,2.666666666666667,7.799999999999999,4.4,6.3,5.400000413937576,73.57586867774404,No filter,0.001,0.02
25,-2737.834017250948,-95.33606900379255,935.2936785176631,5173.114056075119,3409.7612808929625,2.7,7.7333333333333325,4.4,6.3,5.400000413937576,32.716600010313776,No filter,0.001,0.02
26,-1011.6680345018963,-95.33606900379255,841.8930135269429,4680.2338271769,3182.2043257680393,2.7333333333333334,7.633333333333333,4.433333333333334,6.266666666666667,5.43333374982608,51.64647600061032,No filter,0.001,0.02
27,714.4979482471554,-95.33606900379255,759.6151690307555,4286.756381977173,3023.4657939076155,2.8333333333333335,7.366666666666667,4.4,6.166666666666667,5.400000413937576,46.2187349618586,No filter,0.001,0.02
28,2440.6639309962075,-95.33606900379255,722.1327048234442,4100.793306680095,2881.439788342125,2.9000000000000004,7.300000000000001,4.366666666666667,6.200000000000001,5.366667078049073,32.716600010313776,No filter,0.001,0.02
